Gender,Age,Academic_degree,Years_Experience,Years_experience_lastorganization,Sector,Department,JobTitle,MonthlySalary,Allowances,MedicalInsurance,Bonus,OverTime,Payment_Overtime,Rewards&Wages_Satisfaction,Get_ Deserved_Promotion,Training_programs_ During_last_three_years,Useful_Training_Programs,Business_Travel,Job_Support,Recognition,Emotional_Commitment,Job_Engagement,Distance_to_work,Work_Live_Balance,Physical_Stress,Psychological_Exhaustion,Job_Stability,Health_Issues,Environment_Satisfaction,Job_Satisfaction,Job_Opportunities,Maritalstatus_married,Maritalstatus_single,Salary_per_Experience,Opportunity_Training_Score,Experience_Gap_LastOrg
0,3,2,1,1,0.30045460807273733,0.3948079231692677,0.3559969442322384,7,2,1,1,1,3,1,1,1,1,3,3,1,3,2,2,2,1,1,1,0,3,3,1,1,0,3.5,1,0
0,2,1,2,2,0.49825991002461595,0.525082760376878,0.6512605042016807,1,3,1,1,1,3,1,1,2,1,3,3,1,3,2,1,3,2,0,1,1,2,3,0,0,1,0.3333333333333333,0,0
0,2,3,2,2,0.2645953118089341,0.24412567574800623,0.46265172735760973,3,1,0,0,0,1,1,1,2,1,1,2,0,2,2,2,2,0,0,1,1,2,2,0,1,0,1.0,0,0
1,3,2,4,4,0.2645953118089341,0.24412567574800623,0.1994910640312463,2,0,0,0,0,1,0,0,3,0,1,1,1,3,3,2,2,2,2,1,1,1,2,0,1,0,0.4,0,0
0,2,3,4,3,0.7065546218487395,0.5567968363816115,0.493109243697479,3,2,1,1,1,3,1,0,3,1,2,2,0,1,2,2,2,1,0,1,0,2,2,1,1,0,0.6,3,1
1,1,1,1,1,0.3584433773509404,0.2690943043884221,0.23581124757595348,1,1,1,1,0,3,0,1,1,1,2,2,1,2,2,2,2,0,2,1,0,1,2,1,1,0,0.5,1,0
1,1,2,2,2,0.4986849701712746,0.5197265346816693,0.5764251646604588,2,1,1,0,0,2,0,0,1,0,1,1,0,3,1,1,1,2,2,0,0,2,1,0,1,0,0.6666666666666666,0,0
1,1,2,2,1,0.6887955182072829,0.6229448301059555,0.638655462184874,3,1,1,1,0,1,1,1,2,1,2,3,1,2,1,2,2,1,1,0,0,2,2,1,0,1,1.0,2,1
1,2,2,1,1,0.3584433773509404,0.2690943043884221,0.2762861242057799,2,1,1,0,0,3,0,0,0,0,1,2,1,2,2,1,1,1,1,0,1,2,1,0,1,0,1.0,0,0
1,1,1,1,1,0.4986849701712746,0.5818259507192708,0.37221947602570443,1,0,1,1,1,3,0,0,1,1,2,2,1,2,3,2,3,1,1,0,0,2,2,1,0,1,0.5,1,0
1,1,1,1,1,0.30045460807273733,0.5693277310924371,0.36638655462184877,2,4,1,1,1,3,1,1,1,1,1,3,1,3,2,2,2,2,0,1,0,2,2,0,0,1,1.0,0,0
0,2,2,2,1,0.7065546218487395,0.5567968363816115,0.6512605042016807,3,1,0,0,1,3,0,0,1,1,1,1,0,2,2,1,3,1,1,1,0,1,1,1,1,0,1.0,1,1
0,1,1,1,1,0.49825991002461595,0.3515406162464986,0.3515406162464986,1,2,0,1,1,3,1,1,1,1,1,2,1,2,2,2,2,0,0,1,0,2,2,0,0,1,0.5,0,0
1,1,2,2,2,0.3584433773509404,0.3948079231692677,0.35792094615624026,2,1,1,0,0,2,0,0,1,0,1,2,1,2,2,1,3,2,2,0,0,1,1,1,0,1,0.6666666666666666,1,0
0,2,3,2,2,0.3584433773509404,0.2690943043884221,0.2762861242057799,2,4,1,1,1,3,1,1,3,1,1,3,1,3,2,2,2,0,0,1,0,2,3,0,1,0,0.6666666666666666,0,0
1,1,2,2,2,0.4986849701712746,0.5197265346816693,0.37221947602570443,1,0,0,1,1,2,0,1,0,0,1,1,1,3,2,3,2,0,1,0,0,3,2,0,1,0,0.3333333333333333,0,0
1,1,2,1,1,0.3584433773509404,0.2690943043884221,0.23581124757595348,1,2,1,1,0,1,0,0,1,1,1,1,1,2,2,2,3,2,2,0,0,3,2,1,0,1,0.5,1,0
1,1,1,1,1,0.2645953118089341,0.24412567574800623,0.5870348139255702,1,0,0,0,0,1,0,0,0,0,1,2,1,1,1,2,3,2,2,0,0,1,1,0,0,1,0.5,0,0
1,1,2,1,1,0.2645953118089341,0.24412567574800623,0.1994910640312463,2,0,0,0,0,1,1,1,3,1,1,1,0,1,2,1,3,0,0,0,1,2,1,0,1,0,1.0,0,0
1,2,2,1,1,0.4986849701712746,0.378533231474408,0.378533231474408,2,2,1,1,1,1,0,0,3,1,1,2,0,3,1,3,2,1,2,0,0,2,1,1,1,0,1.0,3,0
0,2,2,2,2,0.5096391497775582,0.525082760376878,0.48674854557207503,3,2,1,1,1,3,1,1,2,1,3,2,1,2,2,2,2,1,1,1,0,1,3,0,0,1,1.0,0,0
1,1,2,1,1,0.3584433773509404,0.5693277310924371,0.36638655462184877,1,0,0,0,0,1,0,0,0,0,1,1,1,3,2,2,2,0,0,0,0,2,2,0,1,0,0.5,0,0
1,2,2,1,1,0.3584433773509404,0.4660791145726583,0.6016588453563244,1,2,1,0,0,2,0,0,0,0,1,1,0,1,1,2,3,0,2,0,0,1,1,0,1,0,0.5,0,0
0,2,1,1,1,0.49825991002461595,0.5567968363816115,0.35518207282913167,1,3,1,0,0,2,0,1,0,0,1,3,1,2,2,2,3,1,2,0,1,2,1,0,1,0,0.5,0,0
1,1,2,1,1,0.6887955182072829,0.4660791145726583,0.6016588453563244,1,2,1,0,0,1,1,0,0,0,1,2,1,2,2,2,2,0,2,0,0,2,2,0,1,0,0.5,0,0
0,1,1,2,2,0.49825991002461595,0.3515406162464986,0.3515406162464986,2,2,1,0,0,1,0,0,0,0,1,2,0,2,2,3,1,2,2,0,0,2,1,1,0,1,0.6666666666666666,0,0
1,3,2,5,5,0.2645953118089341,0.24412567574800623,0.1994910640312463,2,0,0,0,0,1,1,1,3,1,1,2,1,3,3,1,3,2,2,1,1,3,3,0,1,0,0.3333333333333333,0,0
0,2,2,2,1,0.6512605042016807,0.5567968363816115,0.4843391902215432,3,2,1,0,0,1,0,0,1,1,2,2,1,2,2,2,1,2,2,0,0,3,1,1,1,0,1.0,1,1
1,1,2,2,1,0.5096391497775582,0.5818259507192708,0.6030412164865947,2,2,1,0,0,2,0,0,0,0,1,1,1,3,1,2,1,2,2,0,0,1,1,1,0,1,0.6666666666666666,0,1
1,1,2,2,2,0.7065546218487395,0.3948079231692677,0.5737628384687209,2,2,1,1,0,1,1,1,2,0,2,2,1,2,2,2,2,1,1,0,0,1,2,0,1,0,0.6666666666666666,0,0
0,2,3,2,2,0.30045460807273733,0.3948079231692677,0.3559969442322384,4,4,1,1,1,3,1,1,3,1,2,3,1,2,2,2,3,2,0,1,0,2,3,1,1,0,1.3333333333333333,3,0
1,1,2,2,1,0.2645953118089341,0.24412567574800623,0.1994910640312463,2,0,0,0,0,1,0,0,0,0,1,1,0,1,2,1,2,1,2,0,0,1,1,1,1,0,0.6666666666666666,0,1
0,3,2,4,1,0.5096391497775582,0.6039915966386554,0.48986653484923387,6,2,1,1,1,3,1,1,3,1,3,2,1,3,2,3,2,1,1,1,0,2,2,1,1,0,1.2,3,3
1,1,2,1,1,0.41638655462184876,0.41638655462184876,0.43830163644405135,1,2,0,0,1,2,0,0,0,0,1,2,0,2,2,1,2,1,0,0,1,2,1,1,0,1,0.5,0,0
1,1,2,2,1,0.4986849701712746,0.5818259507192708,0.39548319327731096,1,0,1,0,0,1,1,0,2,1,1,2,0,2,1,2,3,2,2,0,0,2,3,0,1,0,0.3333333333333333,0,1
1,1,2,2,1,0.6075135936727633,0.3948079231692677,0.5636716224951519,2,4,0,0,1,2,0,0,0,0,1,2,1,3,3,2,3,1,0,0,0,3,2,1,0,1,0.6666666666666666,0,1
1,1,2,1,1,0.2645953118089341,0.24412567574800623,0.1994910640312463,2,0,1,0,0,1,1,1,0,0,1,3,1,3,2,2,1,0,1,1,1,2,3,1,0,1,1.0,0,0
0,1,1,2,2,0.30045460807273733,0.525082760376878,0.48986653484923387,3,2,1,1,1,3,1,1,3,1,1,3,1,3,2,2,2,1,1,1,1,2,2,1,0,0,1.0,3,0
1,1,2,1,1,0.3584433773509404,0.2690943043884221,0.4494821184287669,3,2,1,0,1,1,1,1,0,1,2,3,1,3,2,2,2,1,1,1,1,3,3,1,1,0,1.5,0,0
1,3,2,2,2,0.49825991002461595,0.5197265346816693,0.5764251646604588,2,1,1,1,0,1,1,1,2,1,3,3,1,3,2,2,2,0,0,1,0,3,3,0,1,0,0.6666666666666666,0,0
0,2,2,2,1,0.4802273850716758,0.5818259507192708,0.5435647943387881,3,1,1,1,0,1,1,1,2,1,2,2,1,3,2,2,3,0,1,1,0,2,2,1,1,0,1.0,2,1
1,4,2,3,3,0.3584433773509404,0.3948079231692677,0.5737628384687209,2,3,1,0,0,1,1,0,1,0,1,1,0,3,1,2,2,0,1,0,0,1,2,0,1,0,0.5,0,0
1,1,2,2,2,0.4986849701712746,0.5948379351740697,0.5636716224951519,4,2,0,0,0,1,0,0,0,0,1,2,1,2,2,2,2,2,1,0,0,3,2,0,0,1,1.3333333333333333,0,0
0,2,2,2,2,0.5832255979314803,0.3948079231692677,0.3559969442322384,3,1,1,1,0,1,1,1,2,1,2,3,1,3,2,2,2,1,1,1,0,2,2,1,1,0,1.0,2,0
1,2,2,2,2,0.2645953118089341,0.24412567574800623,0.1994910640312463,2,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,2,1,2,0,0,1,1,0,1,0,0.6666666666666666,0,0
0,1,2,2,1,0.3584433773509404,0.3948079231692677,0.3559969442322384,2,1,1,1,1,3,1,1,1,1,1,2,0,3,2,2,2,2,0,0,0,2,2,1,1,0,0.6666666666666666,1,1
1,1,1,1,1,0.3584433773509404,0.4660791145726583,0.2838468720821662,2,0,1,1,0,2,1,1,3,1,1,3,0,2,2,2,2,0,0,0,0,2,2,0,0,1,1.0,0,0
1,1,2,1,1,0.3584433773509404,0.2690943043884221,0.33313325330132054,2,0,1,0,1,2,1,0,0,1,1,2,1,2,2,2,2,2,1,1,0,2,2,1,0,1,1.0,0,0
1,1,2,2,2,0.49825991002461595,0.3515406162464986,0.3515406162464986,2,2,1,1,0,3,1,1,1,1,1,2,1,2,2,2,2,2,2,0,0,2,2,0,0,1,0.6666666666666666,0,0
1,1,1,2,2,0.3584433773509404,0.4660791145726583,0.6016588453563244,2,2,1,1,1,2,1,0,0,0,1,1,1,3,3,2,1,1,2,1,0,3,1,0,0,1,0.6666666666666666,0,0
0,2,2,2,1,0.49825991002461595,0.3948079231692677,0.35792094615624026,2,1,1,0,0,1,1,1,0,0,1,3,1,3,2,1,3,1,1,1,0,3,2,1,1,0,0.6666666666666666,0,1
0,3,2,4,4,0.4986849701712746,0.4660791145726583,0.6016588453563244,2,2,1,1,0,1,0,0,3,1,1,3,0,3,3,2,2,2,2,0,0,2,2,0,1,0,0.4,0,0
0,2,3,2,2,0.4986849701712746,0.3948079231692677,0.5870348139255702,1,1,0,0,0,1,1,1,0,0,1,2,1,3,2,1,3,0,0,1,0,2,2,1,1,0,0.3333333333333333,0,0
1,1,1,2,2,0.2645953118089341,0.3948079231692677,0.35792094615624026,2,0,1,0,0,2,1,0,1,1,1,3,1,3,2,1,1,0,1,1,0,2,2,0,1,0,0.6666666666666666,0,0
1,1,3,1,1,0.2645953118089341,0.3948079231692677,0.35792094615624026,1,0,0,0,0,2,0,0,1,0,1,1,0,2,2,2,1,2,2,0,0,2,2,1,0,1,0.5,1,0
0,2,3,2,1,0.7065546218487395,0.5102415966386555,0.5234093637454983,2,2,1,1,0,1,1,1,2,1,1,3,1,2,2,1,2,1,1,0,0,2,2,1,1,0,0.6666666666666666,2,1
1,2,2,2,1,0.3584433773509404,0.6039915966386554,0.5775910364145659,1,2,1,1,0,1,0,0,0,0,1,2,0,2,2,1,2,2,2,0,1,2,2,1,1,0,0.3333333333333333,0,1
0,1,3,2,2,0.6512605042016807,0.5948379351740697,0.5737628384687209,3,2,1,0,1,3,0,0,0,0,2,1,0,1,1,2,2,2,2,0,0,1,1,1,1,0,1.0,0,0
0,1,3,2,1,0.7065546218487395,0.5567968363816115,0.35518207282913167,3,3,1,1,1,3,1,1,2,1,2,3,1,2,2,1,2,0,2,1,1,2,2,1,0,1,1.0,2,1
1,2,1,2,2,0.5832255979314803,0.5197265346816693,0.5201885632301702,1,2,1,0,0,2,0,0,0,0,1,1,0,3,3,3,2,0,2,0,1,1,1,0,1,0,0.3333333333333333,0,0
1,1,2,1,1,0.2645953118089341,0.45798319327731096,0.5870348139255702,1,0,0,0,0,1,1,1,3,1,1,2,1,2,1,1,3,0,0,0,0,3,3,1,0,1,0.5,3,0
0,1,2,1,1,0.7065546218487395,0.5567968363816115,0.6512605042016807,4,0,0,0,0,2,0,0,1,0,3,1,0,1,3,1,3,1,1,0,0,1,2,1,0,0,2.0,1,0
1,2,2,2,2,0.3584433773509404,0.5197265346816693,0.5201885632301702,2,2,1,0,1,2,1,1,2,1,2,2,0,3,2,2,1,0,0,1,0,2,2,0,1,0,0.6666666666666666,0,0
1,1,3,2,2,0.4986849701712746,0.5197265346816693,0.5764251646604588,2,0,0,0,0,1,0,0,0,0,1,2,1,3,3,3,2,1,0,1,0,2,2,0,1,0,0.6666666666666666,0,0
1,2,3,2,1,0.4986849701712746,0.525082760376878,0.4070961718020542,2,2,1,0,0,2,0,0,0,0,1,1,0,1,2,2,2,0,0,0,1,2,1,0,1,0,0.6666666666666666,0,1
0,1,1,2,2,0.30045460807273733,0.6039915966386554,0.5775910364145659,1,1,0,0,0,3,0,0,0,0,1,1,0,1,2,2,2,2,0,0,0,1,1,0,0,1,0.3333333333333333,0,0
0,2,2,3,3,0.30045460807273733,0.5197265346816693,0.5764251646604588,2,3,1,1,1,3,1,1,2,1,3,3,1,3,3,2,2,2,2,1,0,2,3,1,1,0,0.5,2,0
1,1,2,1,1,0.2645953118089341,0.24412567574800623,0.1994910640312463,2,1,0,0,0,1,1,0,1,1,1,2,1,1,1,3,2,1,1,0,0,2,2,1,0,1,1.0,1,0
0,1,2,2,2,0.3584433773509404,0.2690943043884221,0.33313325330132054,2,1,1,0,0,1,1,0,1,1,2,2,1,2,2,2,2,1,1,1,0,2,2,0,1,0,0.6666666666666666,0,0
0,3,2,4,4,0.2645953118089341,0.24412567574800623,0.1994910640312463,1,0,1,0,1,3,1,0,3,1,3,1,0,2,1,2,2,2,2,0,0,2,2,1,1,0,0.2,3,0
1,1,2,3,2,0.2645953118089341,0.24412567574800623,0.1994910640312463,1,1,1,0,1,3,0,0,0,1,1,1,0,2,3,2,1,1,0,0,0,2,2,1,0,1,0.25,0,1
1,2,3,3,3,0.4986849701712746,0.3948079231692677,0.3559969442322384,4,2,1,1,1,3,1,1,2,1,2,3,1,3,3,2,2,1,1,1,0,3,3,0,1,0,1.0,0,0
1,1,1,1,1,0.3584433773509404,0.4660791145726583,0.2838468720821662,1,0,1,1,1,3,1,1,2,1,1,2,1,2,3,1,2,2,0,1,0,2,2,0,1,0,0.5,0,0
0,1,3,2,1,0.4986849701712746,0.5197265346816693,0.5201885632301702,1,0,1,1,1,2,0,0,2,1,3,1,0,2,1,2,1,2,2,0,0,2,1,0,1,0,0.3333333333333333,0,1
0,3,4,3,1,0.3584433773509404,0.5567968363816115,0.37221947602570443,7,2,1,0,1,2,0,1,2,1,3,2,1,2,2,1,2,2,1,0,0,2,1,1,1,0,1.75,2,2
0,2,3,2,2,0.4986849701712746,0.3948079231692677,0.5870348139255702,3,1,1,1,1,3,0,0,1,1,2,3,1,3,2,3,1,0,0,0,0,2,2,1,1,0,1.0,1,0
1,3,1,2,1,0.4986849701712746,0.5197265346816693,0.5201885632301702,1,2,1,0,0,3,1,1,1,1,1,3,1,3,3,3,3,0,0,1,0,3,3,0,1,0,0.3333333333333333,0,1
0,1,2,1,1,0.7065546218487395,0.4660791145726583,0.6016588453563244,1,2,1,0,1,3,0,0,1,1,1,1,0,1,2,3,1,0,0,0,0,1,2,0,1,0,0.5,0,0
0,2,2,2,2,0.7065546218487395,0.5567968363816115,0.6512605042016807,3,1,1,1,0,1,0,0,1,1,1,2,1,2,2,2,2,0,1,0,1,2,2,1,1,0,1.0,1,0
0,1,2,1,1,0.2645953118089341,0.43032212885154064,0.5109243697478992,3,3,1,1,1,3,1,1,2,1,2,2,1,2,2,1,1,0,0,1,0,3,3,1,0,1,1.5,2,0
0,1,1,1,1,0.5832255979314803,0.6039915966386554,0.5775910364145659,1,0,0,0,0,1,0,0,0,0,1,1,0,2,2,2,2,0,0,0,0,1,2,0,1,0,0.5,0,0
1,1,1,2,1,0.2645953118089341,0.3948079231692677,0.35792094615624026,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,2,2,1,1,0,0,1,1,0,0,1,0.3333333333333333,0,1
0,2,3,2,2,0.47759103641456585,0.5693277310924371,0.4442577030812325,2,1,1,0,0,1,0,0,0,0,3,1,0,1,1,1,2,1,2,0,0,2,1,0,0,1,0.6666666666666666,0,0
0,2,2,2,2,0.2645953118089341,0.3948079231692677,0.3559969442322384,2,0,1,0,0,1,1,1,3,1,1,3,1,3,2,2,2,0,0,1,0,2,3,0,1,0,0.6666666666666666,0,0
0,1,1,1,1,0.30045460807273733,0.5567968363816115,0.4070961718020542,1,2,1,0,0,1,1,1,2,1,1,2,1,2,2,1,3,1,1,1,0,2,2,0,0,0,0.5,0,0
0,3,2,3,3,0.2645953118089341,0.24412567574800623,0.1994910640312463,1,0,0,1,0,1,0,0,1,1,1,1,1,3,2,2,3,2,1,1,1,3,2,0,1,0,0.25,0,0
1,1,2,1,1,0.5832255979314803,0.5818259507192708,0.6030412164865947,1,0,0,1,0,3,0,0,0,0,1,1,0,1,1,2,1,1,2,0,1,1,2,1,0,1,0.5,0,0
1,1,1,2,1,0.5832255979314803,0.5197265346816693,0.4843391902215432,2,1,1,1,1,2,1,0,1,1,1,3,1,3,2,2,3,1,2,0,1,3,2,1,1,0,0.6666666666666666,1,1
0,1,2,1,1,0.4986849701712746,0.5567968363816115,0.5870348139255702,1,0,0,0,0,3,0,0,1,0,1,3,0,2,2,2,2,2,0,0,0,2,2,1,0,1,0.5,1,0
1,2,2,1,1,0.3584433773509404,0.2690943043884221,0.23581124757595348,2,1,1,0,0,1,1,0,0,0,1,2,0,2,2,2,2,1,0,0,0,2,2,1,1,0,1.0,0,0
1,2,2,4,3,0.2645953118089341,0.24412567574800623,0.1994910640312463,1,0,0,0,0,1,0,0,3,1,1,3,0,2,1,2,2,2,2,0,0,2,1,0,0,1,0.2,0,1
1,1,2,1,1,0.3584433773509404,0.2690943043884221,0.5234093637454983,2,3,0,0,0,1,1,1,1,1,2,2,1,2,2,2,1,0,0,1,0,3,3,0,0,1,1.0,0,0
1,2,2,1,1,0.6887955182072829,0.4660791145726583,0.6016588453563244,2,2,1,1,1,3,1,1,1,1,2,3,1,3,2,1,2,1,1,1,0,2,2,0,1,0,1.0,0,0
0,1,1,1,1,0.6075135936727633,0.5197265346816693,0.43319327731092444,1,0,1,1,1,3,1,1,1,1,3,3,0,2,2,2,1,2,2,1,1,3,3,1,0,1,0.5,1,0
1,2,2,1,1,0.3584433773509404,0.3948079231692677,0.3559969442322384,3,3,1,1,1,3,1,1,3,1,3,2,0,2,1,2,1,2,2,0,1,2,1,0,1,0,1.5,0,0
0,1,2,1,1,0.49825991002461595,0.3948079231692677,0.3559969442322384,2,2,1,0,0,1,0,0,0,0,1,1,0,2,1,3,1,1,2,0,0,1,1,0,0,1,1.0,0,0
1,2,2,2,2,0.6887955182072829,0.5567968363816115,0.4070961718020542,2,2,0,1,1,3,1,1,3,1,1,3,1,3,2,2,2,1,1,1,0,2,2,0,1,0,0.6666666666666666,0,0
0,1,2,4,4,0.2645953118089341,0.24412567574800623,0.1994910640312463,1,1,1,1,0,1,1,1,1,1,1,3,1,3,3,1,3,2,0,1,0,2,3,0,1,0,0.2,0,0
1,1,2,1,1,0.2645953118089341,0.3948079231692677,0.3559969442322384,1,0,0,0,1,2,0,0,2,1,1,2,1,2,2,1,1,1,2,0,1,2,2,0,1,0,0.5,0,0
1,1,2,1,1,0.6887955182072829,0.4660791145726583,0.6016588453563244,1,0,1,0,0,1,0,0,0,0,1,1,0,1,1,1,2,0,1,0,0,1,1,0,1,0,0.5,0,0
1,1,1,6,3,0.49825991002461595,0.5567968363816115,0.5636716224951519,2,3,1,1,0,3,0,0,0,0,1,1,0,2,2,1,2,2,2,0,0,3,1,1,1,0,0.2857142857142857,0,3
1,3,1,1,1,0.2645953118089341,0.3948079231692677,0.35792094615624026,1,0,0,0,0,1,0,0,1,1,1,1,0,2,2,2,3,1,1,0,0,2,1,1,1,0,0.5,1,0
0,2,1,1,1,0.47759103641456585,0.525082760376878,0.5109243697478992,1,3,1,0,0,1,0,0,1,1,1,1,0,1,2,2,1,0,1,0,0,2,1,0,0,1,0.5,0,0
1,1,2,1,1,0.3584433773509404,0.2690943043884221,0.23581124757595348,1,2,0,1,1,3,1,1,3,1,2,3,1,3,2,2,2,1,1,1,0,2,2,0,0,1,0.5,0,0
1,1,2,2,1,0.7065546218487395,0.5197265346816693,0.5435647943387881,3,0,1,1,1,3,1,1,1,0,2,2,1,2,2,2,2,2,2,1,0,3,2,1,0,1,1.0,1,1
0,2,2,1,1,0.3584433773509404,0.2690943043884221,0.2762861242057799,2,1,0,0,0,2,0,0,1,0,2,1,1,1,3,2,2,2,2,0,0,1,3,0,0,1,1.0,0,0
1,1,3,2,2,0.2645953118089341,0.3948079231692677,0.3559969442322384,2,0,0,0,0,1,1,1,0,0,1,3,1,2,2,2,3,1,1,1,0,2,3,0,1,0,0.6666666666666666,0,0
1,3,2,3,1,0.2645953118089341,0.24412567574800623,0.1994910640312463,1,0,0,0,0,2,0,0,3,1,1,1,0,1,3,1,2,2,2,0,1,2,1,1,0,1,0.25,3,2
0,1,2,1,1,0.6887955182072829,0.5567968363816115,0.4098254686489981,3,4,1,1,1,3,1,0,1,0,2,2,1,2,2,2,2,2,2,1,0,2,1,0,0,1,1.5,0,0
0,1,2,1,1,0.4986849701712746,0.6039915966386554,0.5775910364145659,2,2,1,0,0,1,1,0,1,0,1,2,1,2,2,2,2,1,1,0,0,2,2,0,0,1,1.0,0,0
1,3,2,2,2,0.2645953118089341,0.3948079231692677,0.35792094615624026,2,0,0,0,0,1,1,1,2,1,1,2,1,2,2,1,2,1,0,1,0,2,2,0,1,0,0.6666666666666666,0,0
1,1,2,2,1,0.3584433773509404,0.4660791145726583,0.6016588453563244,1,0,1,0,0,1,0,1,0,0,1,2,1,2,2,2,2,1,1,0,0,2,2,1,0,1,0.3333333333333333,0,1
0,2,2,2,2,0.5096391497775582,0.5567968363816115,0.5737628384687209,2,0,1,0,0,1,0,0,0,0,1,2,0,2,2,2,2,0,0,0,0,2,3,0,1,0,0.6666666666666666,0,0
0,2,2,2,2,0.4986849701712746,0.5693277310924371,0.4442577030812325,2,1,1,1,0,1,1,1,1,1,2,2,1,2,2,1,3,0,0,1,0,2,2,1,1,0,0.6666666666666666,1,0
1,1,2,1,1,0.4802273850716758,0.3948079231692677,0.35792094615624026,1,1,1,0,0,2,1,0,1,1,1,2,1,2,2,2,2,1,1,1,0,2,2,1,0,1,0.5,1,0
0,1,2,1,1,0.6887955182072829,0.5197265346816693,0.5764251646604588,2,1,1,1,1,2,1,1,1,0,1,2,1,2,2,1,2,0,0,1,1,2,2,1,0,1,1.0,1,0
1,2,2,2,2,0.2645953118089341,0.45798319327731096,0.1994910640312463,1,0,0,0,0,1,0,1,1,1,1,3,1,3,2,1,3,1,1,0,1,2,2,0,0,1,0.3333333333333333,0,0
0,2,2,2,2,0.49825991002461595,0.3948079231692677,0.4494821184287669,3,2,1,1,1,3,1,1,3,1,2,3,1,3,2,1,3,0,0,0,0,3,3,0,1,0,1.0,0,0
0,1,4,2,2,0.3584433773509404,0.2690943043884221,0.2762861242057799,3,3,1,1,1,3,1,1,3,1,1,2,1,2,2,2,3,0,1,1,0,2,3,0,1,0,1.0,0,0
1,1,2,1,1,0.49825991002461595,0.5197265346816693,0.43319327731092444,1,3,1,1,1,3,0,0,2,1,1,1,0,2,2,1,2,2,2,1,0,2,2,1,0,1,0.5,2,0
0,3,2,2,2,0.2645953118089341,0.24412567574800623,0.1994910640312463,1,1,1,0,0,1,0,0,3,1,2,2,0,1,1,2,2,2,2,0,0,1,1,1,1,0,0.3333333333333333,3,0
1,2,2,2,2,0.4802273850716758,0.3948079231692677,0.35792094615624026,2,1,1,1,0,1,1,1,1,1,1,3,1,3,3,3,3,1,1,1,0,2,3,0,1,0,0.6666666666666666,0,0
1,1,2,1,1,0.4802273850716758,0.4660791145726583,0.6016588453563244,2,3,1,1,1,3,0,0,1,1,1,2,1,2,2,2,2,2,2,1,0,1,2,0,0,1,1.0,0,0
1,2,2,2,2,0.4986849701712746,0.3948079231692677,0.5870348139255702,3,1,1,1,1,3,1,1,1,1,2,3,1,3,2,1,2,0,1,1,0,2,2,1,0,1,1.0,1,0
1,1,2,1,1,0.6512605042016807,0.5567968363816115,0.4098254686489981,2,3,1,0,1,2,0,0,2,1,3,3,1,3,3,2,3,1,1,1,0,3,2,1,1,0,1.0,2,0
0,2,1,2,2,0.5832255979314803,0.3948079231692677,0.3559969442322384,3,4,1,1,1,3,0,0,1,1,3,2,1,2,3,2,3,1,1,1,0,2,2,1,0,1,1.0,1,0
1,1,2,2,1,0.3584433773509404,0.4660791145726583,0.6016588453563244,2,0,1,0,0,1,0,0,2,1,1,2,1,2,1,3,1,2,1,0,0,2,2,1,0,1,0.6666666666666666,2,1
0,1,2,2,2,0.3584433773509404,0.2690943043884221,0.23581124757595348,1,3,1,1,1,1,1,1,1,1,1,3,1,3,2,1,3,1,1,1,0,2,3,0,1,0,0.3333333333333333,0,0
1,3,2,3,3,0.2645953118089341,0.24412567574800623,0.1994910640312463,3,0,0,0,0,2,1,1,3,1,1,2,1,2,2,1,2,1,1,1,0,2,3,0,1,0,0.75,0,0
1,1,2,1,1,0.6887955182072829,0.5102415966386555,0.5794665692363903,1,1,1,1,1,3,1,1,1,1,3,3,1,3,1,3,1,2,2,1,1,3,3,1,1,0,0.5,1,0
1,1,2,2,2,0.2645953118089341,0.24412567574800623,0.1994910640312463,1,0,0,0,0,1,1,1,2,1,1,2,1,2,2,3,2,1,1,1,0,2,1,1,1,0,0.3333333333333333,2,0
0,1,2,1,1,0.2645953118089341,0.24412567574800623,0.4442577030812325,1,0,0,0,0,1,1,1,1,1,1,2,1,2,1,2,2,1,1,0,0,2,2,1,0,1,0.5,1,0
0,2,3,2,2,0.3584433773509404,0.2690943043884221,0.4098254686489981,3,3,1,1,0,1,0,0,2,1,1,2,0,1,3,1,3,1,1,0,0,2,1,1,1,0,1.0,2,0
0,1,2,1,1,0.3584433773509404,0.2690943043884221,0.24042950513538752,1,1,0,0,0,1,0,0,0,0,1,2,0,2,2,3,1,2,2,0,0,2,1,1,0,1,0.5,0,0
1,3,2,2,2,0.49825991002461595,0.5197265346816693,0.3559969442322384,2,2,1,1,0,2,0,1,3,1,2,2,1,3,2,1,2,1,1,1,0,2,2,1,1,0,0.6666666666666666,3,0
0,3,1,2,2,0.4802273850716758,0.4660791145726583,0.6016588453563244,2,2,1,1,0,3,0,0,1,0,1,1,0,3,3,2,1,1,0,0,0,1,3,1,0,0,0.6666666666666666,1,0
0,1,1,2,2,0.30045460807273733,0.5197265346816693,0.43319327731092444,1,0,1,0,0,1,1,1,2,1,1,3,1,2,2,2,1,0,0,0,0,2,2,0,0,1,0.3333333333333333,0,0
1,1,2,1,1,0.6887955182072829,0.4660791145726583,0.6016588453563244,2,0,1,0,0,1,0,0,1,1,1,3,1,2,2,1,2,0,0,0,0,2,2,1,0,1,1.0,1,0
